grid;institution_name;country_code;country;region;global_n_s;latitude;longitude;organization_type_id;organization_type;p_full;tncs;mncs;pp_top_prop1;pp_collab;pp_int_collab;pp_top_prop5;pp_top_prop10;pp_top_prop20;pp_top_prop50;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;p_rnk;tncs_rnk;mncs_rnk;pp_collab_rnk;pp_int_collab_rnk;pp_top_prop1_rnk;pp_top_prop5_rnk;pp_top_prop10_rnk;pp_top_prop20_rnk;pp_top_prop50_rnk;native_count_rnk;newcomer_count_rnk;outgoer_count_rnk;total_researcher_count_rnk;native_percentage_rnk;newcomer_percentage_rnk;outgoer_percentage_rnk
grid.415254.3;King Abdulaziz Med. City;SA;Saudi Arabia;Middle east;Global South;24.7525;46.8603;6;Healthcare;2364;2681.000;1.134;0.012;0.811;0.376;0.050;0.090;0.182;0.497;382;773;475;1630;23.436;47.423;29.141;2575;2527;1772;891;1271;1668;1963;2248;2371;2405;2464;1784;1473;2060;2252;1082;241
grid.412688.1;Univ. Hosp. Ctr. Zagreb;HR;Croatia;Europe;Global North;45.8239;16.0065;6;Healthcare;3168;3593.420;1.134;0.016;0.771;0.389;0.054;0.108;0.199;0.513;377;989;530;1896;19.884;52.162;27.954;2205;2232;1772;1304;1203;1237;1817;1855;2131;2251;2479;1430;1316;1812;2411;877;306
grid.98622.37;Cukurova Univ.;TR;Turkey;Europe;Global North;37.0573;35.3552;3;Education;6749;7652.040;1.134;0.012;0.623;0.319;0.055;0.108;0.213;0.549;1263;565;586;2414;52.320;23.405;24.275;1167;1286;1772;2696;1632;1668;1779;1855;1949;1874;1090;2233;1188;1464;688;2513;682
grid.162107.3;China Univ.  Geosciences;CN;China;Asia & Pacific;Global South;39.9912;116.351;3;Education;11789;13356.600;1.133;0.012;0.803;0.369;0.060;0.119;0.237;0.557;2864;1155;1107;5126;55.872;22.532;21.596;689;769;1777;963;1309;1668;1610;1603;1603;1774;432;1201;650;665;537;2563;1133
grid.459234.d;École de Technologie Supérieure;CA;Canada;North America;Global North;45.4945;-73.5625;3;Education;2989;3386.480;1.133;0.012;0.685;0.385;0.055;0.117;0.238;0.578;500;651;267;1418;35.261;45.910;18.829;2281;2293;1777;2258;1223;1668;1779;1646;1590;1513;2219;2039;2273;2303;1679;1170;1747
grid.284723.8;Southern Med. Univ.;CN;China;Asia & Pacific;Global South;23.1862;113.334;3;Education;15587;17663.600;1.133;0.008;0.880;0.217;0.050;0.115;0.249;0.613;7387;2717;2368;12472;59.229;21.785;18.987;537;608;1777;399;2425;2186;1963;1689;1420;1003;97;499;254;206;413;2610;1711
grid.265886.7;Univ.  Alabama System;US;United States;North America;Global North;33.2129;-87.5601;3;Education;1699;1922.870;1.132;0.013;0.752;0.246;0.059;0.116;0.236;0.572;151;793;226;1170;12.906;67.778;19.316;2852;2777;1780;1521;2187;1560;1647;1667;1628;1590;2934;1737;2505;2685;2767;256;1640
grid.415643.1;Ramathibodi Hosp.;TH;Thailand;Asia & Pacific;Global South;13.767;100.527;6;Healthcare;2308;2613.480;1.132;0.012;0.966;0.369;0.057;0.117;0.230;0.565;451;583;265;1299;34.719;44.881;20.400;2601;2546;1780;33;1309;1668;1703;1646;1717;1679;2319;2198;2282;2487;1706;1219;1407
grid.7144.6;Univ.  Aegean;GR;Greece;Europe;Global North;39.1;26.55;3;Education;3319;3757.670;1.132;0.015;0.687;0.454;0.063;0.118;0.225;0.554;460;365;228;1053;43.685;34.663;21.652;2141;2177;1780;2242;830;1336;1519;1622;1787;1813;2298;2689;2494;2885;1127;1810;1123
grid.411190.c;Aga Khan Univ. Hosp.;PK;Pakistan;Asia & Pacific;Global South;24.8933;67.0744;6;Healthcare;1714;1940.630;1.132;0.011;0.442;0.251;0.037;0.062;0.145;0.441;357;647;563;1567;22.782;41.289;35.929;2847;2774;1780;2975;2158;1804;2492;2822;2798;2798;2513;2050;1232;2126;2284;1418;56
grid.415562.1;Severance Hosp.;KR;South Korea;Asia & Pacific;Global North;37.5625;126.941;6;Healthcare;4771;5402.120;1.132;0.009;0.977;0.131;0.049;0.110;0.239;0.608;414;1729;214;2357;17.565;73.356;9.079;1607;1707;1780;15;2925;2052;2006;1811;1568;1072;2398;829;2573;1488;2525;123;2936
grid.462167.0;Wuhan Natl. Laboratory  Optoelectronics;CN;China;Asia & Pacific;Global South;30.508;114.413;4;Facility;705;797.691;1.131;0.009;0.901;0.285;0.061;0.123;0.259;0.577;266;763;116;1145;23.231;66.638;10.131;2999;2987;1785;276;1886;2052;1584;1542;1266;1526;2689;1817;2967;2717;2262;288;2885
grid.414775.4;Hosp. Italiano de Buenos Aires;AR;Argentina;South/Latin America;Global South;-34.6066;-58.425;6;Healthcare;2136;2416.200;1.131;0.013;0.525;0.396;0.059;0.116;0.220;0.543;846;347;219;1412;59.915;24.575;15.510;2677;2604;1785;2918;1167;1560;1647;1667;1854;1936;1537;2735;2536;2309;390;2439;2314
grid.252323.7;Appalachian State Univ.;US;United States;North America;Global North;36.2138;-81.6786;3;Education;2993;3383.650;1.131;0.012;0.697;0.235;0.048;0.096;0.207;0.534;415;444;141;1000;41.500;44.400;14.100;2280;2295;1785;2137;2284;1668;2039;2122;2035;2028;2394;2504;2902;3002;1270;1243;2504
grid.414449.8;Hosp. de Clínicas de Porto Alegre;BR;Brazil;South/Latin America;Global South;-30.038;-51.2075;6;Healthcare;5722;6468.100;1.130;0.011;0.904;0.290;0.050;0.093;0.197;0.534;833;1719;846;3398;24.514;50.589;24.897;1359;1474;1788;255;1841;1804;1963;2184;2156;2028;1556;837;837;1031;2214;942;581
grid.411017.2;Univ.  Arkansas at Fayetteville;US;United States;North America;Global North;36.0679;-94.1737;3;Education;10973;12390.800;1.129;0.012;0.695;0.330;0.059;0.112;0.224;0.546;1569;1578;934;4081;38.447;38.667;22.887;750;840;1789;2161;1557;1668;1647;1769;1804;1906;895;904;777;859;1464;1573;910
grid.411375.5;Hosp. Universitario Virgen Macarena;ES;Spain;Europe;Global North;37.4062;-5.98676;6;Healthcare;2230;2518.040;1.129;0.014;0.804;0.238;0.055;0.125;0.246;0.543;790;431;282;1503;52.562;28.676;18.763;2630;2574;1789;961;2255;1444;1779;1495;1461;1936;1634;2540;2203;2195;676;2174;1760
grid.107950.a;Pomeranian Med. Univ.;PL;Poland;Europe;Global North;53.4231;14.5542;3;Education;3301;3726.480;1.129;0.014;0.595;0.319;0.052;0.100;0.205;0.525;873;216;185;1274;68.524;16.955;14.521;2144;2187;1789;2783;1632;1444;1893;2037;2067;2121;1498;2942;2728;2521;170;2840;2451
grid.440660.0;Central South Univ.  estry  & Technology;CN;China;Asia & Pacific;Global South;28.1329;112.99;3;Education;2391;2696.720;1.128;0.013;0.821;0.302;0.065;0.123;0.228;0.545;946;310;150;1406;67.283;22.048;10.669;2561;2524;1792;803;1758;1560;1446;1542;1747;1914;1412;2800;2876;2318;201;2587;2835
grid.252546.2;Auburn Univ.;US;United States;North America;Global North;32.6034;-85.4861;3;Education;15695;17702.700;1.128;0.013;0.657;0.298;0.055;0.109;0.216;0.544;2182;2076;1443;5701;38.274;36.415;25.311;530;606;1792;2494;1791;1560;1779;1837;1903;1925;603;683;498;606;1479;1718;536
grid.260483.b;Nantong Univ.;CN;China;Asia & Pacific;Global South;31.9724;120.91;3;Education;6694;7542.830;1.127;0.012;0.766;0.203;0.053;0.110;0.230;0.575;2332;968;512;3812;61.175;25.394;13.431;1172;1304;1794;1349;2531;1668;1862;1811;1717;1549;561;1464;1367;928;356;2391;2584
grid.493090.7;Université Bourgogne Franche-Comté;FR;France;Europe;Global North;47.2482;5.99132;3;Education;2472;2783.910;1.126;0.008;0.827;0.500;0.057;0.115;0.230;0.575;192;1897;160;2249;8.537;84.349;7.114;2523;2483;1795;753;573;2186;1703;1689;1717;1549;2837;754;2838;1559;2956;11;2990
grid.440259.e;Nanjing General Hosp.  Nanjing Military Comm &;CN;China;Asia & Pacific;Global South;32.1309;118.841;6;Healthcare;2379;2679.720;1.126;0.007;0.617;0.145;0.051;0.103;0.226;0.590;775;459;524;1758;44.084;26.109;29.807;2569;2528;1795;2715;2886;2364;1929;1977;1771;1335;1663;2467;1330;1942;1107;2343;215
grid.27871.3b;Nanjing Agricultural Univ.;CN;China;Asia & Pacific;Global South;32.0319;118.837;3;Education;18219;20506.600;1.126;0.008;0.625;0.260;0.055;0.114;0.237;0.591;7504;1235;2131;10870;69.034;11.362;19.604;453;542;1795;2686;2081;2186;1779;1715;1603;1319;94;1131;301;258;157;2981;1580
grid.410570.7;Army Med. Univ.;CN;China;Asia & Pacific;Global South;29.5251;106.438;3;Education;11496;12937.600;1.125;0.008;0.853;0.204;0.050;0.113;0.239;0.597;5226;1129;1692;8047;64.944;14.030;21.027;708;797;1798;558;2526;2186;1963;1736;1568;1231;174;1242;403;389;262;2927;1242
grid.461889.a;Institut des Sciences Chimiques de Rennes;FR;France;Europe;Global North;48.1154;-1.64004;4;Facility;2853;3209.300;1.125;0.010;0.792;0.576;0.059;0.117;0.234;0.587;156;822;319;1297;12.028;63.377;24.595;2351;2358;1798;1068;286;1918;1647;1646;1656;1373;2915;1687;2021;2491;2806;410;624
grid.266862.e;Univ.  North Dakota;US;United States;North America;Global North;47.9222;-97.0734;3;Education;5047;5671.520;1.124;0.013;0.644;0.298;0.058;0.113;0.227;0.548;844;654;361;1859;45.401;35.180;19.419;1517;1644;1800;2588;1791;1560;1681;1736;1761;1883;1540;2034;1857;1852;1026;1772;1620
grid.253563.4;Calinia State Univ., Northridge;US;United States;North America;Global North;34.2415;-118.529;3;Education;3221;3620.790;1.124;0.014;0.715;0.334;0.060;0.115;0.224;0.541;442;496;198;1136;38.909;43.662;17.430;2183;2219;1800;1915;1537;1444;1610;1689;1804;1962;2346;2389;2674;2734;1432;1287;2005
grid.412481.a;Univ. Hosp.  Heraklion;GR;Greece;Europe;Global North;35.3074;25.0826;6;Healthcare;2265;2543.910;1.123;0.012;0.701;0.312;0.052;0.114;0.235;0.572;251;532;351;1134;22.134;46.914;30.952;2621;2565;1802;2089;1685;1668;1893;1715;1646;1590;2722;2305;1883;2740;2317;1110;176
grid.267455.7;Univ.  Windsor;CA;Canada;North America;Global North;42.3052;-83.0675;3;Education;7341;8234.450;1.122;0.012;0.610;0.436;0.054;0.112;0.223;0.553;1252;902;497;2651;47.228;34.025;18.748;1067;1210;1803;2734;947;1668;1817;1769;1819;1831;1096;1553;1409;1332;929;1851;1767
grid.411857.e;Jiangsu Normal Univ.;CN;China;Asia & Pacific;Global South;34.1994;117.184;3;Education;4961;5566.200;1.122;0.012;0.722;0.244;0.062;0.121;0.237;0.542;1364;455;218;2037;66.961;22.337;10.702;1547;1670;1803;1841;2203;1668;1560;1572;1603;1948;1007;2477;2543;1703;211;2573;2834
grid.452438.c;First Affiliated Hosp.  Xi'an Jiaotong Univ.;CN;China;Asia & Pacific;Global South;34.22;108.939;6;Healthcare;3808;4271.990;1.122;0.009;0.680;0.189;0.048;0.108;0.241;0.626;1261;1083;440;2784;45.295;38.901;15.805;1938;2021;1803;2312;2638;2052;2039;1855;1541;803;1093;1308;1592;1265;1033;1554;2276
grid.275033.0;Graduate Univ.  Advanced Studies, SOKENDAI;JP;Japan;Asia & Pacific;Global North;35.2611;139.608;3;Education;6123;6866.410;1.121;0.010;0.967;0.410;0.059;0.117;0.224;0.546;274;1605;401;2280;12.018;70.395;17.588;1262;1404;1806;32;1090;1918;1647;1646;1804;1906;2664;895;1707;1535;2807;200;1976
grid.429222.d;First Affiliated Hosp.  Soochow Univ.;CN;China;Asia & Pacific;Global South;31.3036;120.635;6;Healthcare;4537;5084.470;1.121;0.008;0.730;0.163;0.054;0.110;0.232;0.589;1455;822;556;2833;51.359;29.015;19.626;1674;1788;1806;1751;2800;2186;1817;1811;1690;1345;961;1687;1254;1235;730;2154;1575
grid.412043.0;Université de Caen Norm &ie;FR;France;Europe;Global North;49.1906;-0.364444;3;Education;5436;6092.070;1.121;0.011;0.815;0.415;0.057;0.115;0.229;0.574;521;2028;821;3370;15.460;60.178;24.362;1413;1557;1806;849;1062;1804;1703;1689;1734;1569;2176;706;866;1045;2629;534;662
grid.412686.f;Soroka Med. Ctr.;IL;Israel;Middle east;Global North;31.2588;34.8015;6;Healthcare;2744;3072.350;1.120;0.012;0.931;0.304;0.052;0.103;0.210;0.554;295;712;374;1381;21.361;51.557;27.082;2407;2393;1809;132;1746;1668;1893;1977;1996;1813;2621;1914;1792;2355;2351;896;360
grid.9008.1;Univ.  Szeged;HU;Hungary;Europe;Global North;46.25;20.1465;3;Education;10547;11815.700;1.120;0.012;0.682;0.482;0.049;0.096;0.195;0.519;1913;1135;1096;4144;46.163;27.389;26.448;777;876;1809;2287;668;1668;2006;2122;2194;2188;706;1230;657;843;983;2252;410
grid.458482.7;Changchun Inst.  Optics, Fine Mechanics  & Physics;CN;China;Asia & Pacific;Global South;43.848;125.408;4;Facility;1926;2156.250;1.120;0.011;0.921;0.202;0.055;0.118;0.234;0.575;417;470;322;1209;34.491;38.875;26.634;2758;2701;1809;172;2539;1804;1779;1622;1656;1549;2390;2433;2005;2627;1718;1557;397
grid.418892.e;Inst.  Organic Chemistry  & Biochemistry;CZ;Czechia;Europe;Global North;50.1057;14.3915;4;Facility;3078;3442.790;1.119;0.014;0.844;0.514;0.057;0.108;0.215;0.543;228;572;322;1122;20.321;50.980;28.699;2243;2277;1812;623;508;1444;1703;1855;1921;1936;2772;2218;2005;2759;2394;924;264
grid.418538.3;Chinese Academy  Geological Sciences;CN;China;Asia & Pacific;Global South;39.9279;116.337;4;Facility;5469;6120.540;1.119;0.011;0.834;0.358;0.060;0.118;0.231;0.543;1136;551;498;2185;51.991;25.217;22.792;1405;1553;1812;698;1378;1804;1610;1622;1698;1936;1205;2270;1406;1596;701;2403;930
grid.148374.d;Massey Univ.;NZ;New Zealand;Asia & Pacific;Global North;-40.3856;175.618;3;Education;13176;14742.200;1.119;0.012;0.670;0.517;0.057;0.112;0.223;0.563;1606;1512;756;3874;41.456;39.029;19.515;619;708;1812;2408;492;1668;1703;1769;1819;1704;865;931;940;908;1274;1547;1599
grid.49697.35;Univ.  Pretoria;ZA;South Africa;Africa;Global South;-25.7545;28.2312;3;Education;17981;20117.400;1.119;0.014;0.693;0.532;0.057;0.109;0.214;0.537;2660;1835;1215;5710;46.585;32.137;21.279;458;551;1812;2179;430;1444;1703;1837;1932;2002;470;775;597;605;958;1957;1182
grid.263791.8;South Dakota State Univ.;US;United States;North America;Global North;44.3181;-96.7833;3;Education;4558;5098.870;1.119;0.012;0.726;0.299;0.051;0.112;0.233;0.560;727;687;374;1788;40.660;38.423;20.917;1669;1782;1812;1800;1784;1668;1929;1769;1676;1743;1765;1954;1792;1914;1326;1590;1275
grid.272362.0;Univ.  Nevada, Las Vegas;US;United States;North America;Global North;36.1078;-115.144;3;Education;9109;10180.400;1.118;0.012;0.705;0.341;0.056;0.112;0.224;0.553;1141;1232;568;2941;38.796;41.891;19.313;874;1016;1817;2045;1495;1668;1743;1769;1804;1831;1196;1135;1219;1189;1440;1378;1642
grid.256115.4;Fujita Health Univ.;JP;Japan;Asia & Pacific;Global North;35.0703;137;3;Education;5516;6167.770;1.118;0.009;0.771;0.208;0.045;0.090;0.193;0.529;900;947;351;2198;40.946;43.085;15.969;1394;1538;1817;1304;2496;2052;2165;2248;2225;2079;1466;1487;1883;1584;1303;1323;2251
grid.5522.0;Jagiellonian Univ.;PL;Poland;Europe;Global North;50.0608;19.9328;3;Education;24252;27103.500;1.118;0.013;0.701;0.465;0.052;0.100;0.205;0.530;3895;1941;2046;7882;49.416;24.626;25.958;302;405;1817;2089;765;1560;1893;2037;2067;2071;274;738;320;404;815;2435;469
grid.412600.1;Sichuan Normal Univ.;CN;China;Asia & Pacific;Global South;30.5656;104.2;3;Education;2522;2820.390;1.118;0.011;0.746;0.181;0.056;0.116;0.242;0.551;711;233;132;1076;66.078;21.654;12.268;2495;2473;1817;1588;2692;1804;1743;1667;1519;1853;1789;2920;2925;2843;233;2614;2706
grid.265025.6;Tianjin Univ.  Technology;CN;China;Asia & Pacific;Global South;39.0589;117.139;3;Education;4427;4948.300;1.118;0.014;0.726;0.215;0.058;0.116;0.231;0.545;2014;460;231;2705;74.455;17.006;8.540;1709;1832;1817;1800;2440;1444;1681;1667;1698;1914;665;2464;2479;1305;47;2837;2953
grid.410595.c;Hangzhou Normal Univ.;CN;China;Asia & Pacific;Global South;30.3161;120.395;3;Education;5966;6668.840;1.118;0.013;0.808;0.316;0.054;0.112;0.222;0.566;1572;811;258;2641;59.523;30.708;9.769;1309;1442;1817;920;1645;1560;1817;1769;1833;1667;891;1705;2313;1340;405;2040;2905
grid.260463.5;Nanchang Univ.;CN;China;Asia & Pacific;Global South;28.6658;115.813;3;Education;12397;13844.000;1.117;0.010;0.647;0.231;0.060;0.120;0.239;0.565;5261;1329;996;7586;69.351;17.519;13.129;661;750;1823;2567;2312;1918;1610;1584;1568;1679;171;1053;719;427;151;2814;2619
grid.453135.5;Natl. Health  & Family Planning Commission;CN;China;Asia & Pacific;Global South;39.9164;116.403;5;Government;2934;3273.810;1.116;0.009;0.941;0.221;0.048;0.100;0.232;0.602;708;1894;462;3064;23.107;61.815;15.078;2311;2335;1824;93;2389;2052;2039;2037;1690;1162;1793;757;1525;1141;2273;470;2382
grid.28020.38;Univ.  Almería;ES;Spain;Europe;Global North;36.8293;-2.40442;3;Education;5376;5997.330;1.116;0.009;0.685;0.389;0.053;0.113;0.239;0.591;1089;358;275;1722;63.240;20.790;15.970;1429;1573;1824;2258;1203;2052;1862;1736;1568;1319;1243;2709;2234;1972;308;2664;2250
grid.5659.f;Univ.  Paderborn;DE;Germany;Europe;Global North;51.707;8.77112;3;Education;5002;5578.590;1.115;0.011;0.700;0.458;0.058;0.113;0.220;0.535;1243;677;412;2332;53.302;29.031;17.667;1533;1668;1826;2103;803;1804;1681;1736;1854;2017;1105;1977;1676;1503;649;2153;1959
grid.9829.a;Kwame Nkrumah Univ.  Science  & Technology;GH;Ghana;Africa;Global South;6.68491;-1.57052;3;Education;4165;4644.280;1.115;0.007;0.785;0.604;0.039;0.089;0.190;0.532;844;547;337;1728;48.843;31.655;19.502;1813;1924;1826;1137;182;2364;2401;2266;2260;2052;1540;2275;1954;1968;845;1989;1602
grid.413259.8;Xuan Wu Hosp.  Capital Med. Univ.;CN;China;Asia & Pacific;Global South;39.8921;116.362;6;Healthcare;3626;4044.280;1.115;0.010;0.926;0.313;0.052;0.106;0.231;0.596;1078;576;418;2072;52.027;27.799;20.174;2003;2085;1826;150;1677;1918;1893;1897;1698;1248;1254;2206;1661;1679;700;2230;1463
grid.56061.34;Univ.  Memphis;US;United States;North America;Global North;35.119;-89.937;3;Education;7386;8236.320;1.115;0.010;0.696;0.275;0.056;0.110;0.225;0.551;916;989;506;2411;37.993;41.020;20.987;1061;1208;1826;2150;1966;1918;1743;1811;1787;1853;1455;1430;1380;1468;1492;1431;1257
grid.411748.f;Iran Univ.  Science  & Technology;IR;Iran;Middle east;Global South;35.7422;51.5041;3;Education;12814;14292.100;1.115;0.011;0.515;0.207;0.060;0.118;0.233;0.564;2407;746;1552;4705;51.158;15.856;32.986;640;731;1826;2925;2503;1804;1610;1622;1676;1688;543;1846;451;740;739;2867;115
grid.410558.d;Univ.  Thessaly;GR;Greece;Europe;Global North;39.3577;22.9508;3;Education;7957;8872.760;1.115;0.010;0.713;0.421;0.053;0.112;0.230;0.570;965;1247;674;2886;33.437;43.209;23.354;996;1121;1826;1941;1030;1918;1862;1769;1717;1612;1383;1122;1043;1213;1781;1315;842
grid.440650.3;Anhui Univ.  Technology;CN;China;Asia & Pacific;Global South;31.693;118.511;3;Education;3224;3596.340;1.115;0.015;0.704;0.171;0.065;0.117;0.212;0.513;1152;317;198;1667;69.106;19.016;11.878;2180;2231;1826;2060;2752;1336;1446;1646;1964;2251;1186;2786;2674;2022;156;2748;2753
grid.39436.3b;Shanghai Univ.;CN;China;Asia & Pacific;Global South;31.3183;121.387;3;Education;22792;25389.300;1.114;0.013;0.698;0.275;0.060;0.115;0.223;0.542;9014;2793;1558;13365;67.445;20.898;11.657;331;430;1833;2128;1966;1560;1610;1689;1819;1948;56;482;449;180;196;2655;2771
grid.8842.6;Br &enburg Univ.  Technology;DE;Germany;Europe;Global North;51.7669;14.3265;3;Education;2841;3161.480;1.113;0.012;0.778;0.520;0.053;0.110;0.223;0.570;631;389;162;1182;53.384;32.910;13.706;2356;2369;1834;1226;481;1668;1862;1811;1819;1612;1938;2635;2834;2669;646;1916;2552
grid.10215.37;Univ.  Malaga;ES;Spain;Europe;Global North;36.72;-4.41611;3;Education;11071;12323.500;1.113;0.010;0.695;0.395;0.056;0.113;0.232;0.579;2093;1260;955;4308;48.584;29.248;22.168;743;843;1834;2161;1174;1918;1743;1736;1690;1501;640;1112;761;810;857;2139;1021
grid.458458.0;Inst.  Zoology;CN;China;Asia & Pacific;Global South;40.0037;116.381;4;Facility;5251;5843.690;1.113;0.013;0.896;0.388;0.055;0.112;0.226;0.562;756;598;916;2270;33.304;26.344;40.352;1471;1604;1834;306;1210;1560;1779;1769;1771;1722;1696;2162;788;1546;1792;2325;15
grid.64938.30;Nanjing Univ.  Aeronautics  & Astronautics;CN;China;Asia & Pacific;Global South;32.036;118.814;3;Education;18880;21012.500;1.113;0.011;0.586;0.233;0.054;0.116;0.231;0.558;6244;1163;1453;8860;70.474;13.126;16.400;429;530;1834;2811;2297;1804;1817;1667;1698;1766;134;1192;489;342;126;2948;2181
grid.509737.f;Université Gustave Eiffel;FR;France;Europe;Global North;48.8397;2.58606;3;Education;2054;2284.810;1.112;0.009;0.780;0.391;0.052;0.112;0.230;0.557;227;733;370;1330;17.068;55.113;27.820;2719;2652;1838;1202;1192;2052;1893;1769;1717;1774;2774;1873;1811;2438;2549;743;312
grid.412632.0;Renmin Hosp.  Wuhan Univ.;CN;China;Asia & Pacific;Global South;30.5362;114.298;6;Healthcare;4936;5485.820;1.111;0.007;0.641;0.146;0.047;0.106;0.222;0.582;1827;666;577;3070;59.511;21.694;18.795;1557;1684;1839;2611;2881;2364;2085;1897;1833;1450;751;2005;1202;1139;406;2613;1755
grid.89957.3a;Nanjing Med. Univ.;CN;China;Asia & Pacific;Global South;32.0438;118.775;3;Education;16883;18755.000;1.111;0.007;0.776;0.194;0.049;0.113;0.242;0.611;6332;3692;2333;12357;51.242;29.878;18.880;485;574;1839;1251;2604;2364;2006;1736;1519;1030;130;343;263;210;736;2099;1735
grid.259670.f;Marquette Univ.;US;United States;North America;Global North;43.038;-87.928;3;Education;5105;5671.620;1.111;0.012;0.652;0.259;0.055;0.114;0.227;0.567;787;778;379;1944;40.484;40.021;19.496;1501;1643;1839;2538;2093;1668;1779;1715;1761;1649;1641;1769;1779;1766;1339;1483;1604
grid.418095.1;Czech Academy  Sciences;CZ;Czechia;Europe;Global North;50.0814;14.4142;5;Government;4243;4716.050;1.111;0.013;0.856;0.593;0.057;0.112;0.219;0.535;218;3027;507;3752;5.810;80.677;13.513;1771;1903;1839;536;228;1560;1703;1769;1869;2017;2792;436;1378;939;2995;24;2576
grid.15866.3c;Czech Univ.  Life Sciences Prague;CZ;Czechia;Europe;Global North;50.1315;14.3733;3;Education;4519;5021.380;1.111;0.014;0.784;0.499;0.058;0.114;0.221;0.543;962;464;212;1638;58.730;28.327;12.943;1682;1809;1839;1151;579;1444;1681;1715;1844;1936;1387;2451;2589;2050;427;2200;2643
grid.411662.6;Beni-Suef Univ.;EG;Egypt;Middle east;Global South;29.0814;31.1006;3;Education;4123;4579.790;1.111;0.012;0.809;0.558;0.057;0.110;0.234;0.561;660;322;171;1153;57.242;27.927;14.831;1835;1946;1839;912;339;1668;1703;1811;1656;1734;1875;2779;2799;2707;485;2222;2410
grid.56302.32;King Saud Univ.;SA;Saudi Arabia;Middle east;Global South;24.724;46.6458;3;Education;36911;40974.000;1.110;0.012;0.789;0.727;0.057;0.114;0.223;0.547;4065;3590;1389;9044;44.947;39.695;15.358;157;231;1845;1094;48;1668;1703;1715;1819;1896;256;356;517;331;1052;1503;2340
grid.412163.3;Univ.  La Frontera;CL;Chile;South/Latin America;Global South;-38.7466;-72.6158;3;Education;3243;3600.570;1.110;0.014;0.805;0.596;0.050;0.098;0.199;0.503;778;424;319;1521;51.151;27.876;20.973;2172;2228;1845;952;217;1444;1963;2081;2131;2356;1658;2558;2021;2179;740;2225;1262
grid.413548.f;Hamad Med. Corp.;QA;Qatar;Middle east;Global South;25.2948;51.5412;7;Nonprofit;2776;3082.230;1.110;0.014;0.703;0.579;0.053;0.100;0.201;0.522;750;701;317;1768;42.421;39.649;17.930;2394;2388;1845;2071;272;1444;1862;2037;2110;2155;1712;1932;2036;1936;1209;1505;1911
grid.8393.1;Univ.  Extremadura;ES;Spain;Europe;Global North;39.4781;-6.33736;3;Education;8190;9081.870;1.109;0.010;0.648;0.395;0.050;0.102;0.221;0.567;1754;506;533;2793;62.800;18.117;19.083;968;1100;1848;2559;1174;1918;1963;1997;1844;1649;788;2360;1306;1257;316;2787;1693
